mu,z,g,alpha,c,epsilon,bR,beta,a,bT,eT,eT,kA,j,kB,n,d,f,nK,rK,Ki,Kj,dKO,Error,Wterror,Koerror,EntryNumber
0.402061986,0.02939554,0.097687146,0.000608644,0.001499994,0.003170067,0.010453197,0.300000003,0.006586156,0.044312993,100,200,229994.8555,4.18E-07,0.465978601,1,1000,1.38629,1933730.42,1045900,0.109883948,6.607247838,100,3400.888024,1652.7429,1748.148034,156
0.405028117,0.031999906,0.095393681,0.000650779,0.001456967,0.003529865,0.005029451,0.307117807,0.006400408,0.044313,100,200,258019.8347,3.84E-07,7.361616997,1,1000,1.38629,1881603.872,1045900,0.109957546,0.383084177,100,3407.243528,1503.748825,1903.518459,69
0.406941619,0.0319831,0.09866008,0.000699993,0.0015,0.003441027,0.006957276,0.306193773,0.0064,0.044313,100,200,247306.2237,4.18E-07,2.211260701,1,1000,1.38629,1967443.684,1045900,0.186052565,5.011957566,100,3409.873924,1571.438288,1838.450963,167
0.406840332,0.028286659,0.099963436,0.0007,0.001499418,0.003307666,0.005006387,0.300000002,0.006400827,0.04431299,100,200,241888.0299,4.03E-07,3.499564914,1,1000,1.38629,1945541.368,1045900,0.239344726,5.088183456,100,3422.674771,1592.036737,1830.641293,146
0.405657152,0.027,0.094,0.0007,0.00149999,0.003796942,0.008979247,0.304860723,0.0064,0.04431299,100,200,162808.0221,4.18E-07,2.719782358,1,1000,1.38629,1759991.811,1045900,0.170985666,6.630310598,100,3423.38857,1621.648691,1801.757711,102
0.406999915,0.030720067,0.095767801,0.000656288,0.001499936,0.003591426,0.006597584,0.304975705,0.006400991,0.040277605,100,200,223387.5154,4.18E-07,2.996082171,1,1000,1.38629,1993127.715,1045900,0.370841018,1.331720751,100,3425.962288,1159.651613,2266.340735,103
0.402716041,0.031853426,0.094061082,0.000669664,0.001490763,0.00247441,0.005000004,0.306514929,0.006413035,0.044312999,100,200,223390.7178,4.18E-07,6.073293884,1,1000,1.38629,1958574.301,1045900,0.030429608,6.299368782,100,3426.291652,1827.235114,1599.066608,33
0.404180231,0.027095371,0.097199026,0.000697054,0.001481948,0.004771585,0.006630301,0.301025163,0.006401586,0.044310712,100,200,170694.9089,4.18E-07,6.571770737,1,1000,1.38629,1861115.441,1045900,0.032285939,6.800829298,100,3433.414473,1636.730529,1796.685283,173
0.401168912,0.031999984,0.097273344,0.000699995,0.001444876,0.003462475,0.005000059,0.30036627,0.006540763,0.044313,100,200,257962.7357,4.18E-07,8.0813,1,1000,1.38629,1817264.81,1045900,0.044020548,1.143765064,100,3443.102433,1516.772412,1926.353953,3
0.403291258,0.029440889,0.1,0.000699997,0.001475556,0.00524542,0.00501591,0.300018683,0.006400228,0.044313,100,200,212498.1473,4.18E-07,6.098416641,1,1000,1.38629,1922896.313,1045900,0.374835392,2.566952102,100,3445.488799,1332.583713,2112.912464,247
0.399212972,0.031625916,0.094439026,0.00051358,0.00145134,0.002929446,0.005000082,0.30108228,0.006424006,0.044309608,100,200,185889.0945,4.14E-07,7.377445935,1,1000,1.38629,1864828.921,1045900,0.035272187,3.840851411,100,3462.045307,1785.798894,1676.280323,229
0.406999982,0.03027452,0.098923724,0.0007,0.001455781,0.003794552,0.006631085,0.304843227,0.006580097,0.043533535,100,200,201914.0272,4.18E-07,2.912446283,1,1000,1.38629,1738063.748,1045900,0.091307987,2.703659159,100,3466.194798,1528.280146,1937.926901,5
0.404400872,0.032,0.094750839,0.000605874,0.001499515,0.001007631,0.005672754,0.303737105,0.006411533,0.039445044,100,200,174275.6633,4.18E-07,5.512894831,1,1000,1.38629,1846510.803,1045900,0.201968728,1.064214544,100,3475.740756,1454.547443,2021.234486,201
0.406483863,0.031999895,0.097805089,0.000642694,0.001480816,0.004212308,0.005027627,0.303396642,0.006404082,0.042968351,100,200,171811.1576,4.18E-07,1.966446498,1,1000,1.38629,1835616.066,1045900,0.306858363,3.23918439,100,3476.142029,1013.367146,2462.824543,27
